"","Date","rain_snowmelt","modeled_flow","baseflow","OverlandFlow","ShallowInterflow","totQ","deltaP","Pe","Se","Ia","SoilWater","quickflow_combined","impervRunoff","excess","Tmax","Tmin","ET","MaxWetClass"
"1",2006-10-01,0.762,0,0,0,0,0,-0.123828682169252,0,317.8935,15.894675,143.715,0,0,0,12.7777777777778,6.11111111111111,0.885828682169252,0
"2",2006-10-02,0.254,0.9,0.9,0,0,0,-1.25445781987594,0,317.8935,15.894675,142.901911214237,0,0,0,17.7777777777778,5,0.81308878576305,0
"3",2006-10-03,0,0.81,0.81,0,0,0,-1.47918663223706,0,320.414075235865,16.0207037617933,141.949070434742,0,0,0,18.3333333333333,6.11111111111111,0.952840779495419,0
"4",2006-10-04,3.81,0.729,0.729,0,0,0,2.35366689812799,0,323.367881652301,16.1683940826151,144.302737332869,0,2.10366689812799,0,20,9.44444444444444,1.45633310187201,0
"5",2006-10-05,13.462,0.6561,0.6561,0,0,0,12.0576905453598,0,316.071514268105,15.8035757134052,156.360427878229,0,11.8076905453598,0,18.8888888888889,6.11111111111111,1.40430945464016,0
"6",2006-10-06,0,0.59049,0.59049,0,0,0,-1.07604335567903,0,278.692673577489,13.9346336788745,155.601306013887,0,0,0,12.7777777777778,1.11111111111111,0.759121864342114,0
"7",2006-10-07,0,0.531441,0.531441,0,0,0,-1.06810400215453,0,281.04595135695,14.0522975678475,154.851430018952,0,0,0,14.4444444444444,-1.66666666666667,0.749875994935015,0
"8",2006-10-08,0,0.4782969,0.4782969,0,0,0,-1.11688862927361,0,283.370566941248,14.1685283470624,154.071169040856,0,0,0,16.6666666666667,0.555555555555556,0.780260978095842,0
"9",2006-10-09,0,0.43046721,0.43046721,0,0,0,-1.28722321394308,0,285.789375973345,14.2894687986673,153.176787347496,0,0,0,23.3333333333333,3.88888888888889,0.894381693360319,0
"10",2006-10-10,0,0.387420489,0.387420489,0,0,0,-1.27258593111118,0,288.561959222762,14.4280979611381,152.297679622956,0,0,0,23.3333333333333,5.55555555555556,0.879107724539943,0
"11",2006-10-11,0,0.3486784401,0.3486784401,0,0,0,-1.03433926289309,0,291.287193168836,14.5643596584418,151.586871957095,0,0,0,17.7777777777778,7.22222222222222,0.710807665861477,0
"12",2006-10-12,3.302,0.31381059609,0.31381059609,0,0,0,2.78224062360042,0,293.490696933007,14.6745348466503,154.369112580695,0,2.53224062360042,0,16.6666666666667,11.6666666666667,0.519759376399579,0
"13",2006-10-13,0.254,0.282429536481,0.282429536481,0,0,0,-0.576740173274222,0,284.865750999845,14.2432875499923,153.96696490561,0,0,0,15,-2.22222222222222,0.402147675084559,0
"14",2006-10-14,0,0.2541865828329,0.2541865828329,0,0,0,-0.682786841757204,0,286.112408792608,14.3056204396304,153.492227402102,0,0,0,10,-1.11111111111111,0.474737503508165,0
"15",2006-10-15,0,0.22876792454961,0.22876792454961,0,0,0,-0.596987701957618,0,287.584095053483,14.3792047526741,153.078345108162,0,0,0,10,1.11111111111111,0.413882293939992,0
"16",2006-10-16,0,0.205891132094649,0.205891132094649,0,0,0,-0.624498472135039,0,288.867130164697,14.4433565082348,152.646584311271,0,0,0,10,-3.33333333333333,0.431760796891783,0
"17",2006-10-17,0.254,0.185302018885184,0.185302018885184,0,0,0,-0.494988012580951,0,290.205588635061,14.5102794317531,152.305228750812,0,0,0,15.5555555555556,2.22222222222222,0.341355560458471,0
"18",2006-10-18,10.668,0.166771816996666,0.166771816996666,0,0,0,10.1173396752881,0,291.263790872483,14.5631895436241,162.4225684261,0,9.86733967528814,0,15.5555555555556,8.33333333333333,0.550660324711862,0
"19",2006-10-19,0,0.150094635296999,0.150094635296999,0,0,0,-0.184106264592553,0,259.900037879089,12.9950018939545,162.287378168548,0,0,0,13.8888888888889,10.5555555555556,0.13519025755185,0
"20",2006-10-20,30.988,1.05354424038316,0.135085171767299,0.918459068615863,0,1.06673527133085,30.1875717452311,17.1925698512766,260.3191276775,13.015956383875,191.408214642449,0.918459068615863,29.9375717452311,0,21.1111111111111,6.66666666666667,0.800428254768932,1
"21",2006-10-21,20.828,0.435948697407754,0.121576654590569,0.184230339714821,0.130141703102364,0.213972519993985,20.5870290455436,7.57107266166858,170.044534608409,8.50222673042047,211.781271167998,0.314372042817185,20.3370290455436,0,7.22222222222222,2.77777777777778,0.24097095445642,1
"22",2006-10-22,0,0.151524665640741,0.109418989131512,0,0.0421056765092289,0,-0.328611104724548,0,106.888059379206,5.34440296896028,211.466743867702,0.0421056765092289,0,0,9.44444444444444,3.33333333333333,0.314527300295847,1
"23",2006-10-23,1.016,0.101686678018271,0.0984770902183611,0,0.00320958779990977,0,0.558915991780714,0,107.863094010123,5.39315470050614,212.025659859483,0.00320958779990977,0.308915991780714,0,12.2222222222222,3.33333333333333,0.457084008219286,1
"24",2006-10-24,0,0.088629381196525,0.088629381196525,0,0,0,-0.237911126221631,0,106.130454435603,5.30652272178013,211.797635735004,0,0,0,6.66666666666667,1.66666666666667,0.228024124479425,0
"25",2006-10-25,4.064,0.0797664430768725,0.0797664430768725,0,0,0,4.064,0,106.837329221489,5.34186646107444,215.861635735004,0,3.814,0,4.44444444444444,2.77777777777778,0,0
"26",2006-10-26,3.302,0.0717897987691853,0.0717897987691853,0,0,0,3.05692194607297,0,94.2389292214888,4.71194646107444,218.918557681077,0,2.80692194607297,0,7.22222222222222,1.66666666666667,0.245078053927031,0
"27",2006-10-27,0.254,0.0646108188922667,0.0646108188922667,0,0,0,-0.0120251402741718,0,84.7624711886626,4.23812355943313,218.906651508406,0,0,0,5,-3.33333333333333,0.0119061726702235,0
"28",2006-10-28,10.414,1.13570186295228,0.810155379603804,0.325546483348473,0,0.378102768116693,10.091507685718,5.85338412628484,84.7993803239403,4.23996901619701,221.1,0.325546483348473,9.84150768571797,7.89815919412433,8.88888888888889,-2.22222222222222,0.322492314282027,1
"29",2006-10-29,4.064,1.15043252037764,1.10430398266741,0,0.0461285377102365,0,3.75164141023984,0,78,3.9,221.1,0.0461285377102365,3.50164141023984,3.75164141023984,11.1111111111111,3.33333333333333,0.312358589760163,1
"30",2006-10-30,0.254,1.00081523272669,0.99514369120494,0,0.00567154152175039,0,0.0127010680427273,0,78,3.9,221.1,0.00567154152175039,0,0.0127010680427304,6.66666666666667,-1.11111111111111,0.241298931957273,1
"31",2006-10-31,0,0.895629322084446,0.895629322084446,0,0,0,-0.358611018066084,0,78,3.9,220.741679647611,0,0,0,15,2.77777777777778,0.35832035238929,0
"32",2006-11-01,0.762,0.807176751379764,0.807176751379764,0,0,0,0.369423967426914,0,79.1107930924068,3.95553965462034,221.1,0,0.119423967426914,0.0111036150376265,20,2.77777777777778,0.392576032573085,0
"33",2006-11-02,1.524,0.849477880349776,0.849477880349776,0,0,0,1.23018804107989,0,78,3.9,221.1,0,0.980188041079893,1.23018804107988,12.2222222222222,0.555555555555556,0.293811958920107,0
"34",2006-11-03,0.508,0.79385211663293,0.79385211663293,0,0,0,0.293220243181312,0,78,3.9,221.1,0,0.0432202431813116,0.29322024318131,6.66666666666667,-2.77777777777778,0.214779756818688,0
"35",2006-11-04,0,0.714466904969637,0.714466904969637,0,0,0,-0.183648456945516,0,78,3.9,220.916427792308,0,0,0,4.44444444444444,-6.11111111111111,0.183572207692424,0
"36",2006-11-05,0,0.643020214472673,0.643020214472673,0,0,0,-0.1648659044519,0,78.5690738438466,3.92845369219233,220.751760171542,0,0,0,4.44444444444444,-2.22222222222222,0.164667620765296,0
"37",2006-11-06,0.0254,0.578718193025406,0.578718193025406,0,0,0,-0.1634918644247,0,79.079543468219,3.95397717341095,220.588586148978,0,0,0,7.22222222222222,0,0.163174022564445,0
"38",2006-11-07,0,0.520846373722865,0.520846373722865,0,0,0,-0.279518630775855,0,79.5853829381688,3.97926914690844,220.309890260187,0,0,0,15.5555555555556,2.77777777777778,0.27869588879045,0
"39",2006-11-08,3.302,0.70192611309592,0.70192611309592,0,0,0,3.12175350726605,0,80.4493401934192,4.02246700967096,221.1,0,2.87175350726605,2.33164376745341,11.1111111111111,6.66666666666667,0.180246492733954,0
"40",2006-11-09,1.016,0.7147874446472,0.7147874446472,0,0,0,0.830539428608727,0,78,3.9,221.1,0,0.580539428608727,0.830539428608716,13.3333333333333,9.44444444444444,0.185460571391273,0
"41",2006-11-10,0.0254,0.64330870018248,0.64330870018248,0,0,0,-0.266718161361184,0,78,3.9,220.833442648184,0,0,0,18.8888888888889,5.55555555555556,0.266557351816084,0
"42",2006-11-11,0,0.578977830164232,0.578977830164232,0,0,0,-0.192988053105585,0,78.8263277906299,3.94131638953149,220.640771359969,0,0,0,11.1111111111111,1.66666666666667,0.1926712882146,0
"43",2006-11-12,27.432,7.2285760540234,2.66534894803772,4.56322710598567,0,5.29991533796245,27.2018329868923,23.2605165973608,79.4236087840951,3.97118043920476,221.1,4.56322710598567,26.9518329868923,26.7426043468616,16.6666666666667,2.22222222222222,0.230167013107688,4
"44",2006-11-13,1.778,3.22320372446537,2.57661405323395,0,0.646589671231419,0,1.778,0,78,3.9,221.1,0.646589671231419,1.528,1.77799999999999,3.33333333333333,2.22222222222222,0,2
"45",2006-11-14,6.35,3.07654849438211,2.93759893452006,0.0594508297926188,0.0794987300694368,0.0690485828021125,6.25551144889709,2.35551144889709,78,3.9,221.1,0.138949559862056,6.00551144889709,6.2555114488971,6.66666666666667,3.33333333333333,0.0944885511029094,1
"46",2006-11-15,3.048,2.95706296816991,2.94863904106805,0,0.00842392710185772,0,3.048,0,78,3.9,221.1,0.00842392710185772,2.798,3.048,7.77777777777778,6.11111111111111,0,1
"47",2006-11-16,0.762,2.71113452439647,2.71009879565444,0,0.00103572874203169,0,0.563236586931902,0,78,3.9,221.1,0.00103572874203169,0.313236586931902,0.563236586931907,15,6.66666666666667,0.198763413068098,1
"48",2006-11-17,18.796,6.06112650680018,4.06336345890302,1.99776304789716,0,2.32028228559484,18.5630277137351,14.6630277137351,78,3.9,221.1,1.99776304789716,18.3130277137351,18.5630277137351,18.3333333333333,10,0.232972286264907,3
"49",2006-11-18,0.508,3.97653528494752,3.69346084610495,0,0.283074438842571,0,0.364337330922396,0,78,3.9,221.1,0.283074438842571,0.114337330922396,0.364337330922382,11.1111111111111,2.77777777777778,0.143662669077604,1
"50",2006-11-19,1.27,3.48432483949751,3.44952060521358,0,0.0348042342839226,0,1.25405843719126,0,78,3.9,221.1,0.0348042342839226,1.00405843719126,1.25405843719125,4.44444444444444,2.22222222222222,0.0159415628087415,1
"51",2006-11-20,4.318,3.52767297706227,3.52654000966523,0.00113296739703199,0,0.00131587386414866,4.22103052359423,0.321030523594232,78,3.9,221.1,0.00113296739703199,3.97103052359423,4.22103052359424,2.77777777777778,-1.11111111111111,0.096969476405768,1
"52",2006-11-21,2.032,3.37362840594215,3.37346786933072,0,0.000160536611426136,0,1.99581860632013,0,78,3.9,221.1,0.000160536611426136,1.74581860632013,1.99581860632011,1.11111111111111,-1.66666666666667,0.0361813936798751,1
"53",2006-11-22,0,3.03614082050561,3.03612108239765,0,1.97381079622299e-05,0,-0.0570403603985376,0,78,3.9,221.042966996732,1.97381079622299e-05,0,0,2.22222222222222,-7.22222222222222,0.0570330032684101,1
"54",2006-11-23,0,2.73250897415788,2.73250897415788,0,0,0,-0.0598336758875843,0,78.176802310132,3.9088401155066,220.983156848232,0,0,0,6.11111111111111,-6.66666666666667,0.0598101484997319,0
"55",2006-11-24,0,2.4592580767421,2.4592580767421,0,0,0,-0.0627302412473601,0,78.3622137704812,3.91811068852406,220.920468650924,0,0,0,6.11111111111111,-4.44444444444444,0.0626881973082286,0
"56",2006-11-25,0.0254,2.21333226906789,2.21333226906789,0,0,0,-0.0353023732195457,0,78.5565471821368,3.92782735910684,220.885197758809,0,0,0,7.77777777777778,-4.44444444444444,0.0352708921143609,0
"57",2006-11-26,0.508,2.01125432061724,2.01125432061724,0,0,0,0.407355025752174,0,78.6658869476913,3.93329434738456,221.1,0,0.157355025752174,0.192552784561428,11.6666666666667,2.77777777777778,0.100644974247826,0
"58",2006-11-27,0,1.81012888855552,1.81012888855552,0,0,0,-0.102548287419993,0,78,3.9,220.99747549034,0,0,0,15,2.22222222222222,0.102524509659679,0
"59",2006-11-28,0,1.62911599969997,1.62911599969997,0,0,0,-0.108192947036645,0,78.317825979945,3.91589129899725,220.889359167535,0,0,0,16.1111111111111,3.33333333333333,0.108116322804909,0
"60",2006-11-29,0,1.46620439972997,1.46620439972997,0,0,0,-0.126408470069781,0,78.6529865806402,3.93264932903201,220.763107220322,0,0,0,14.4444444444444,7.22222222222222,0.12625194721374,0
"61",2006-11-30,0,1.31958395975697,1.31958395975697,0,0,0,-0.148873229145792,0,79.0443676170028,3.95221838085014,220.614510863935,0,0,0,13.8888888888889,10,0.148596356386954,0
"62",2006-12-01,3.81,1.50970747721284,1.50970747721284,0,0,0,3.70630827038095,0,79.5050163218023,3.97525081609012,221.1,0,3.45630827038095,3.22081913431569,16.1111111111111,5,0.103691729619052,0
"63",2006-12-02,5.334,1.89711996194589,1.88021701239293,0.0169029495529566,0,0.0196317648698683,5.23443459388359,1.25918377779348,78,3.9,221.1,0.0169029495529566,4.98443459388359,5.23443459388361,19.4444444444444,2.22222222222222,0.0995654061164042,1
"64",2006-12-03,0,1.69459038646776,1.69219531115364,0,0.00239507531412393,0,-0.0622872549204462,0,78,3.9,221.037721517892,0.00239507531412393,0,0,2.22222222222222,-3.33333333333333,0.0622784821076267,1
"65",2006-12-04,1.016,1.61611038244242,1.61581590596937,0,0.000294476473048024,0,0.990679741418588,0,78.1930632945336,3.90965316472668,221.1,0.000294476473048024,0.740679741418588,0.928401259310959,5.55555555555556,-5,0.0253202585814117,1
"66",2006-12-05,0.0254,1.45423431537243,1.45423431537243,0,0,0,-0.0238163501900293,0,78,3.9,221.076184932483,0,0,0,-1.11111111111111,-6.66666666666667,0.0238150675166393,0
"67",2006-12-06,0,1.30881088383519,1.30881088383519,0,0,0,-0.0317186237736822,0,78.0738267093016,3.90369133546508,221.044471999974,0,0,0,-0.555555555555556,-7.77777777777778,0.0317129325096296,0
"68",2006-12-07,0.254,1.1931838810798,1.1931838810798,0,0,0,0.208068856307494,0,78.1721368000814,3.90860684000407,221.1,0,0,0.152540856281234,5.55555555555556,-2.22222222222222,0.0459311436925058,0
